id,title,authors,venue,year
bTYTn8VG5hIJ,"ÃÂ¢Ã¢?Â¬ Ã?Sleepers and Workaholics: Caching Strategies for Mobile Environments, ÃÂ¢Ã¢?Â¬Ã?","D Barbara, T Imielinski",ACM,N/A
F7azEOfg-Q0J,"Sleepers and Workaholics: Caching Strategies in Mobile Environments (Extended Version),ÃÂº MOBIDATA:  ","D Barbara, T Imielinski","Mobile Computing,",N/A
fMuom_ogj4MJ,Sleeper and workaholics: Caching strategies in mobiles environments,"BR Badrinath, T Imielinski","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",N/A
GXhaGGajWZkJ,Sleepers and workaholics: caching strategies in mobile environments,"D BarbarÃÂ¡, T Imielinski","Proc. ACM SIGMOD IntÃ¢??l Conf. Management of Data,",1994
gyC0D8oJbQMJ,Sleepers and Workoholics-Caching in Mobile Wireless Environments,"D Barbara, T Imielinski",Proc. ACM,N/A
kooQijVBMscJ,"Sleepers and Workaholics: Caching Strategies in Mobile Environments,ÃÂº Very Large Databases J","D Barbara, T Imielinski",N/A,1995
UI4WYndJlyIJ,Sleepers and workaholics: Caching strategies in mobile environments (Extended version),"D BarbarÃÂ¡, T ImieliÃ?ski","The VLDB Journal The International Journal on Very Large  &hellip;,",1995
XfvqAOX1qo4J,Sleepers andworkaholicscaching strategiesinmobile environments,"D Barbara, T Imielinski",Proc. of ACM SIGMOD Int. Conf. on Management of,N/A
ueKnwQCE3nIJ,ToXgene: An extensible template-based data generator for XML.,"D Barbosa, AO Mendelzon, J Keenleyside, KA Lyons",N/A,N/A
wO-iR4jRq0UJ,a template-based data generator for XML,"D Barbosa, A Mendelzon, J Keenleyside, KTX Lyons","Proceedings of the Fifth International Workshop on the Web  &hellip;,",N/A
6uaAB7bg6C8J,Microsoft TerraServer: A Spatial Data Warehouse. 1999,"T Barclay, J Gray, D Stuz",Microsoft,N/A
7br3WXwZRQ4J,TerraServer: A Spatial Data Warehouse,"T Barclay, DR Slutz, J Gray","SIGMOD Conference,",N/A
JTEJ-q3T1vsJ,Microsoft TerraServer: A Spatial Data Warehouse,TBJGD Slutz,"Arxiv preprint cs.DB/9907016,",1999
tKeGALC3uFMJ,Microsoft TerraServer: A Spatial Data Warehouse,"T Barclay, J Gray, D Slutz","SIGMOD RECORD,",2000
v6Rokk9Eht8J,"J. Gray, TerraServer: A Spatial Data Warehouse","T Barclay, RD Slutz","Proceedings of the 2000 ACM-SIGMOD Conference,",N/A
Yiyko_0KiEIJ,"Microsoft TerraServer: A Spatial Data Warehouse:[Technical Report, MS-TR-99-29]","T Barclay, J Gray, D Slutz","Advanced Technology Division, Microsoft",N/A
hf84fEpX5agJ,Phoenix: Making Applications Robust.(demonstration paper) Proceedings of ACM SIGMOD Conference,"R Barga, D Lomet","Philadelphia, PA (June,",N/A
QGxyK7bJQOMJ,Phoenix: Making Applications Robust,"R Barga, DB Lomet",N/A,N/A
C60KJG_xVm0J,An Overview of DB2 Parallel Edition,"C Baru, G Fecteau, A Goyal, HI Hsiao, A Jhingran,  ","SIGMOD Conference,",1995
mFOSML8c0s4J,W. W] lson. An Overview of DB2 Paraflel Edition,"C Barn, G Fecteau, A Goyaf, H Hsiao, A Jhnigmn, S  ",Proceedings of 1995 SIGMOD International Conference on ,N/A
3SHIgRrrL5QJ,XML-based information mediation with MIX,"PV Papakonstantinou, V Chu","SIGMOD Conference,",N/A
arQIThq-W4gJ,XML-Based Information Mediation with MIX,CBAGB Ludascher,N/A,N/A
JYHcz-HpKjEJ,"XML-Based Information Mediation with MIX. In in Demo Session, ACM-SIGMODÃ¢??99","C Baru, A Gupta, B Ludaescher, R Marciano, Y  ",N/A,1999
mXKKjAJUm-oJ,XML-Based Information Mediation with MIX,"C Baru, A Gupta, R Marciano, Y Papakonstantinou, P ",N/A,N/A
nTC3FQGaT_YJ,ChuV (1999) XML-based information mediation with MIX,"GA BaruCK, MR LudascherB, Y Papakonstantinou, P  ",Proceedings of,N/A
wsNuAYMG0QEJ,XML-Based Information Mediation with MIXÃ¢?? exhibition program,"C Baru, A Gupta, B LudÃÂ¤scher, R Marciano, Y  ",ACM Conference on Management of,N/A
wTXunETZhPwJ,XML-Based Information Meditiation with MIX,"CK Brau, A Gupta, B LudÃÂ¤her, R Marciano, Y  ",N/A,1999
htTH8PrZ0dYJ,Efficiently Mining Long Patterns from Databases,RJB Jr.,"SIGMOD Conference,",N/A
Ls7vkMLcYmkJ,Efficiently Mining Long Patterns from Datasets,RJ Bayardo,"Proc. ACM SIGMOD, IntÃ¢??l Conf. Management of Data,",N/A
mvD-z59XDYoJ,Efficiently mining long patternsfrom databases,R Bayardo,"Proc. of the ACM SIGMOD Conference,",N/A
O05yYxasf6UJ,Efficiently mining long patterns from databases,J Roberto,"ACM SIGMOD International Conference on Management of Data,",N/A
t7cKx4raSM0J,Efficiently Ming Long Patterns from Databases,RJ Bayardo Jr,Proc. of ACM SIGMOD Conf. on Management of,N/A
wHaeR7DBDTUJ,Efficiently Mining Long Patterns from Databases,Ã¢?Â¦,"SIGMOD RECORD,",1998
1tZ74y0DNLIJ,"B} ohm B, Kriegel HP (1998) The pyramidtechnique: towards breaking the curse of dimensionality",S Berchtold,"Proceedings of the 1998 ACM SIGMOD international conference  &hellip;,",N/A
4Uf5sjXgwhoJ,The Pyramid-Technique: Towards Breaking the Curse of Dimensionality,"S Berchtold, HP Kriegel","SIGMOD RECORD,",1998
5bjtbk4ZdZIJ,andH.-P. Kriegel. The pyramid technique: Towards breaking the curse of dimensionality,"S Berchtold, C Bohm",Proc. of the ACMSIGMOD International Conference on ,N/A
fTYVIbi40sAJ,The Pyramid-Tree: Towards Breaking the Curse of Dimensionality,"S Berchtold, C BÃÂ¶hm, HP Kriegel","Proc. Int. Conf. on Management of Data (SIGMODÃ¢??98),  &hellip;,",N/A
hoi0T_8So4gJ,"C. BÃÂ¤ ohm, and H.-P. Kriegel. The Pyramid-Technique: Towards Breaking the Curse of Dimensionality",S Berchtold,"Proc. ACM-SIGMOD Conf,",N/A
j46yGNUAS-IJ,"The Pyramid-Tree: Breaking the Curse of D imensionality, SIGMOD 1998","S Berchtold, C Boehm, HP Kriegel","Proceedings ACM SIGMOD International Conference on  &hellip;,",N/A
rivzCRXhoAkJ,The Pyramid-Technique: Towards indexing beyond the Curse of Dimensionality,"S Berchtold, C BÃÂ¶hm, HP Kriegel","Proc. ACM SIGMOD Int. Conf. on Management of Data, Seattle,",N/A
vrlNTuVexE4J,The pyramid-Technique: Towards Breaking the Curse of Dimensional Data Spaces,"S Berchtold, D Keim, HP Kriegel","Proc. ACM SIGMOD Int. Conf. Managment of Data, Seattle,",N/A
9UYo0M1RV7oJ,High-dimensional Index Structures,"S Berchtold, DA Keim","Proceedings of SIGMOD,",N/A
irJbh9rrinoJ,"High-Dimensional Index Structures, Database Support for Next Decade's Applications","S Berchtold, DA Keim","SIGMOD RECORD,",1998
pKKu82IYP9EJ,High-dimensional index structures database support for next decade's applications (tutorial),"S Berchtold, DA Keim","Proceedings of the 1998 ACM SIGMOD international conference  &hellip;,",1998
PKMN5Cdy7KcJ,High dimensional indexing structures database support for next decade's applications,"S Berchtold, D Keim","Proc. ACM SIGMOD, page,",N/A
VuMPPr6k95AJ,"High-dimensional Index Structures, Proc","S Berchtold, DA Keim","ACM SIGMOD,",N/A
3IFlpeKgLlAJ,javax. XXL: A Prototype for a Library of Query Processing Algorithms,"J van den Bercken, JP Dittrich, B Seeger","SIGMOD RECORD,",2000
-3JQfRZsy8wJ,java. XXL: A prototype for a library of query processing algorithms,"J van den Bercken, JP Dittrich, B Seeger",International Conference on Management of,N/A
Dy5Eeh8JzmgJ,XXL: A prototype for a library of query processing algorithms,"J van den Bercken, JP Dittrich, B Seeger",N/A,2000
KO6M4Fc8-80J,javax. XXL: A Prototype for a Library of Query Processing Algorithms,"J Van der Bercken, JP Dittrich, B Seeger",Proceedings of ACM,N/A
#NAME?,A Critique of ANSI SQL Isolation Levels,"J Gray, UC Berkeley",N/A,N/A
FIpzjIEyMgMJ,"A Critique of ANSI SQL Isolation Levels, published in:","H Berenson, P Bernstein, J GrayÃ¢?Â¦",Proceedings of the 1995 ACM SIGMOD,N/A
gWmqoNZHKAAJ,Neil und P. OÃÂ¢Ã¢?Â¬Ã¢?Â¢ Neil: A Critique of ANSI SQL Isolation Levels,"H Berenson, P Bernstein, J Gray, JME OÃÂ¢",Proceedings of the 1995 ACM SIGMOD International Conference ,N/A
KpQrgYyji34J,A critique of ANSI SQL isolation levels,"H Berenson, P Bernstein, J Gray, J Melton","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",1995
#NAME?,"EJOÃ¢??Neil, and PE OÃ¢??Neil. A critique of ANSI SQL isolation levels","H Berenson, PA Bernstein, J Gray, J Melton","Proceedingsof ACM SIGMOD Conference,",N/A
MOGnM6t6l3MJ,"eOÃ¢??Neil, P.(1995)Ã¢??A Critique of ANSI SQL Isolation LevelsÃ¢??","H Berenson, P Bernstein, J Gray, J Melton","Proceedings of SIGMOD, San Jose, CA,",N/A
w9IzqrZAa74J,A critique of ANSI SQL isolation levels,POÃ¢??Neil,"A dense, scholarly, oft-cited, hard-to-read, necessary",N/A
xvAw7wQgenoJ,P. ONeil A critique of ANSI SQL isolation levels,"H Berenson, P Bernstein, J Gray, J Melton","Proceedings of the 1995 ACM SIGMOD International Conference  &hellip;,",N/A
zguNkU2zLY0J,A critique of ansi isolation levels,"H Berenson, P Bernstein, J Gray, J Melton, EJ OÃ¢?? ","ACM SIGMOD Int. Conf,",N/A
AdvsjAZhCc8J,andR. R. Muntz. AFaultTolerantDesignofaMultimedia Server,"S Berson, L Golubchik","InProceedings of the ACM SIGMOD International Conference on  &hellip;,",N/A
YkPqPzGFnZIJ,Fault Tolerant Design of Multimedia Servers,"SBL Golubchik, RR Muntz","i&gt; SIGMOD Record,&lt;/i,",N/A
#NAME?,Fault Tolerant Design of Multimedia Servers,S Berson,N/A,1994
bw_c9Mk0_7IJ,Staggered Striping in Multimedia Information Systems,"S Berson, S Ghandeharizadeh, R Muntz, X Ju","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",1994
gQAPUymwcAIJ,Staggered striping in multimedia information systems,"RR Muntz, X Ju","ACM SIGMOD,",N/A
IfRMoLIaeZ0J,andX. Ju. Staggered striping in multimediainformation systems,"S Berson, S Ghandeharizadeh, R Muntz","Proc. of ACM SIGMOD, pages79-60, Minnesota, USA, June,",N/A
wsG_Q2jbgCAJ,Staggered Striping in Multimedia Information Systems,"S Ghandeharizadeh, RMX Ju",N/A,N/A
2J_9scP1caYJ,Coordinated Backup and Recovery between DBMS and File Systems,"I Narang, C Mohan, K Brannon","IBM Research Report, IBM Almaden Research Center, Oct,",N/A
cg01BqanXhUJ,Coordinated Backup and Recovery between Database Management Systems and File Systems,"I Narang, C Mohan, K Brannon, M Subramanian",N/A,N/A
tsQbSCfQTooJ,Coordinating backup/recovery and data consistency between database and file systems,"S Bhattacharya, C Mohan, K Brannon, I Narang, HI  ","SIGMOD Conference,",2002
1fs-qN_SdH4J,Data AccessfortheMasses through OLEDB,J Blakeley,"Proc. ACM SIGMOD Conf,",N/A
37_iwO5NlgwJ,The Masses through OLE DB,JA Blakeley,"Proc. SIGMOD,",N/A
jQ6eIao6R0EJ,Data Access for the Masses through OLE DB,JA Blakeley,"SIGMOD Conference,",1996
xZxFCI120eUJ,Data Access for the Masses through OLE DB.  ,JA Blakeley,N/A,1996
4aSEl4haaq4J,An Open Storage System for Abstract Objects,"S Blott, L Relly, HJ Schek","SIGMOD Conference,",N/A
8J0wmqs6RfIJ,An open abstract-object storage system,"S Blott, L Relly, HJ Schek","Proceedings of the 1996 ACM SIGMOD international conference  &hellip;,",1996
Fz7LXJ1UckkJ,An Open Storage System fr Abstract Objects,"S Blott, L Relly, HJ Schek","Proc. ACM SIGMOD Conf,",N/A
jq_F3lCmTaIJ,An Abstract-Object Storage Manager,"S Blott, L Relly, HJ Schek","&hellip; 1996 ACM SIGMOD Int. Conf. on Management of Data, ACM SIGMOD",N/A
pS2unAe-n_gJ,"An open storage systemfor abstract objects. InH. V. Jagadish andI. S. Mumick, editors","S Blott, L Relly, HJ Schek",Proc. of the 1996 ACM SIGMOD International Conference on ,N/A
oulaZpEWkMQJ,InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper),"RJB Jr., B Bohrer, RS Brice, A Cichocki, J Fowler, ","SIGMOD Conference,",N/A
SvL_dU_R8msJ,InfoSleuth: Agent-Based Semantic Integration of Information in Open and Dynamic Environments,"R Bayanto, W Bohrer, R BriceÃ¢?Â¦",Proc. of ACM SIGMOD International Conference Management of ,N/A
uPx8w3k7NyQJ,Infosleuth: Agent-based semantic integration of information in open and dynamic systems,"RJ Bayardo, W Bohrer, A Cichocki, JJ Fowler, A  ",Proc. ACM Sigmod IntÃ¢??l Conf. Management of,N/A
wF2-sxlGAu4J,Agent-Based Semantic Integration of Information in Open and Dynamic Environments,"RJ Bayardo, W Bohrer, R Brice, A Cichocki, G  ","ACM SIGMOD Record Vol. 26, No. 2 (June 1997), SIGMODÃ¢??97. ",N/A
8fu2bhk_i9EJ,Automatic text segmentation for extracting structured records,"VR Borkar, K Deshmukh, S Sarawagi",Proc. ACM SIGMOD International Conf. on Management of,N/A
8zFEVer1rBUJ,Automatic Segmentation of Text into Structured Records,"VR Borkar, K Deshmukh, S Sarawagi","SIGMOD Conference,",2001
nsoA6Gcc_jsJ,"K. &amp; Sarawagi, S.(2001). Automatic Segmentation of Text into Structured Records",VD Borkar,Proceedings of the 2001 ACM SIGMOD International Conference ,N/A
ER8571wXl6EJ,World Wide Database Ã? Integrating the Web,A BouguettayaÃ¢?Â¦,"CORBA and Databases,",N/A
siO8kr7vvLEJ,"World Wide Database-Integrating the Web, CORBA, and Databases","A Bouguettaya, B Benatallah, L Hendra, J Beard, K  ",N/A,N/A
U-Kd4GQ_vCMJ,World Wide Database-Integrating the Web,"A Bouguettaya, B Benatallah, L Hendra, J Beard, K  ",CORBA and,N/A
37lliRw_cOQJ,M.(1997). Distance-based indexing for high-dimensional metric spaces,TO Bozkaya,Proceedings ACM SIGMOD International Conference on ,N/A
9QOCoTIXz9kJ,Distance-basedindexing for high dimensional metric spaces,TBM Ozsoyoglu,"Proc. of SIGMOD,",N/A
gIZvbo_lu2IJ,Distance-Based Indexing for High-Dimensional Metric Spaces,"T Bozkaya, M Ozsoyoglu","SIGMOD REC,",1997
356Jyb4b6rYJ,Designing an ultra highly available DBMS (tutorial session),"SE Bratsberg, Ã? TorbjÃÂ¸rnsen","ACM SIGMOD Record,",2000
af50lhGnD8gJ,An Ultra Highly Available DBMS,"SO Hvasshovd, SE Bratsberg, O Torbjoernsen",N/A,N/A
jVWhNoPA0CcJ,Designing an ultra highly available DBMS,"O Torbjornsen, S Bratsberg","Proceedings of ACMSIGMOD Conference, Dallas, TX, May,",N/A
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335477%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,Tutorial: Designing an Ultra Highly Available DBMS.,SE Bratsberg,N/A,N/A
4fjXoCHhe1kJ,Database Patchwork on the Internet,"R Braumandl, A Kemper, D Kossmann","SIGMOD Conference,",1999
X7jjMIXx8qUJ,Database Patchwork on the Internet: Project Demo,"R Braumandl, A Kemper, D Kossmann","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",N/A
ywe7qzk4E5MJ,Database patchwork on the Internet (project demo description),"R Braumandl, A Kemper, D Kossmann","Proc. of the ACM SIGMOD Conf. on Management of Data,",N/A
_1drQdYrtmsJ,Demonstration of the context interchange mediator prototype,"S Bressan, CH Goh, K Fynn, M Jakobisiak, K Hussein ",N/A,N/A
1akMDtKXUFAJ,The COntext INterchange Mediator Prototype,"S Madnick, T Pena, J Qu, A Shum, M Siegel","ACM SIGMOD International Conference on Management of Data,",N/A
jJuSPh63bZ0J,The COntext INterchange Mediator Prototype,S Bressan,N/A,N/A
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294191CI,COntext INterchange mediator prototype,"C Brannon, S Bressan, CH Goh, K Fynn, M Jakobisiak ","SIGMOD REC,",1997
3ET_IEkoGjYJ,Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering,"MM Breunig, HP Kriegel, J Sander","SIGMOD RECORD,",2001
h-tyLTytlh4J,Data Bubbles: Quality Preserving Performance Boosting,"M Breuning, HP Kriegel, P KrÃÂ¶ger, J Sander","Proc. ACM SIGMOD,",N/A
LxyVmHubIfUJ,Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering ACM SIGMOD,"MM Breunig, HP Kriegel, P KrÃÂ¶ger, J Sander","Santa Barbara, California,",N/A
4ZBs-U7sOk0J,Identifying density-based local outliers,"MM Bruenig, HP Kriegel, RT Ng, J Sander","Proceedings of the ACM SIGMOD Conference on Management of  &hellip;,",N/A
8lIwxMfoZN4J,"RT ng,, and J. Sander. Lof: Identifying density-based local outliers","MM Breuing, HP Kriegel",N/A,2000
KILdAgEb2OsJ,"LOF: Identifying DensityBased Local Outliers, ACM SIGMOD Conference, vol","MM Breunig, HP Kriegel, RT Ng, J Sander","Dallas, TX, May,",N/A
vezxTIGxNywJ,LOF: Identifying Density-Based Local Outliers,"MM Breunig, HP Kriegel, RT Ng, J SanderÃ¢?Â¦",N/A,N/A
7mNCkZ7D-R8J,Copy Detection Mechanisms for Digital Documents,"S Brin, J Davis, H Garcia-Molina","SIGMOD Conference,",1995
JsKYXyM6IaEJ,SCAM: A Copy Detection Mechanism for Digital Documents,"N Shivakumar, H Garcia-Molina",N/A,N/A
QmhdqC_PIWsJ,Copy detection mechanismsfor digital documents,"S Brin, J Davis, H Garcia-Molina","Proceedings of the ACM Special Interest Group on Management  &hellip;,",N/A
cb1kf4z7hA4J,Multi-Step Processing of Spatial Joins,"T Brinkhoff, HP Kriegel, R Schneider, B Seeger",N/A,N/A
e4s7pmZj8UAJ,andB. Seeger. Multistep processing of spatial joins,"T Brinkhoff, HP Kriegel, R Schneider",Proc. of ACM,N/A
IINRwK8hovkJ,"H.-P., Kriegel, R. Schneuder, and B. Seeger,Ã¢??Multi-Step Processing of Spatial Joins,Ã¢??",T Brinkhoff,Proc. IntÃ¢??l Conf on Management of,N/A
qk4kfo7BXvUJ,1994 . Multi-step processing of spatial joins,"T Brinkho, HP Kriegel, R Schneider, B Seeger",Proc. ACM SIGMOD Int. Conf. on Management of,N/A
RWhfLTpLoQUJ,Schneider: Multi-Step Processing of Spatial Joins,"T Brinkhoff, HP Kriegel","Proc. ACM-SIGMOD Intl. Conf. on Management of Data,  &hellip;,",N/A
41B5NuefLPsJ,Beyond market basket: Generaliing association rules to correlations,"S Brin, R Motwani, C Silverstein",Proceedings of the 1997 ACM-SIGMOD Conference on Management ,N/A
6sRWyw06gJIJ,C. Silverstein. Beyond market baskets: generalizing association rules to correlations,"S Brin, R Motwani",Proceedings of the ACM SIGMOD Conference on Management of ,N/A
AXRuaD-82zEJ,Beyond market baskets: Generalizing association rules to correlations,"B Sergey, M Rajeev, S Craig","Proceedings of the ACM SIGMOD international conference on  &hellip;,",N/A
COUbnKv6QeMJ,Beyond market baskets: generalized associations rules to correlations,"S Brin, R Motwani, C Silverstein","Proceedings of ACM SIGMOD,",N/A
Innqdf1794AJ,Beyond Market: Generalizing Association Rules to Correlations,"S Brin, R Motwani, C Silverstein","Processing of the ACM SIGMOD Conference,",N/A
lx7jXjm_Fa0J,"Beyond Market Baskets: Generalizing Association Rules to Correlations, SIGMOD 1997","S Brin, R Motwani, C Silverstein","Proceedings ACM SIGMOD International Conference on  &hellip;,",N/A
OiHYG-Al8G8J,Beyond market baskets: Generalizing association rules to correlations,"S Brin, C Silverstein",N/A,1996
QrVdOEkY844J,Beyond market basket analysis: Generalizing association rules to correlations,"S Brin, R Motwani, L Page, T Winograd","ACM SIGMOD Conference,",N/A
#NAME?,Beyond Market Baskets: Generalizing Association Rules to Correlations,"C Silverstein, R Motwani, S Brin","Proc. ACM SIGMOD Conf,",N/A
0cOrb6RuPW0J,Dynamic Itemset Counting and Implication Rules for Market Basket Data,"BS Motwani, J Ullman, S Tsur","Proceedings of the 1997 ACM-SIGMOD International Conference  &hellip;,",1997
77hnYp9ky9IJ,andS. Tsur. Dynamicitemset counting and implication rules for market basket data,"S Brin, R Motwani, J Ullman","ACM SIGMOD Conf. Management of Data, May,",N/A
A7Mm5kFK3zwJ,Dynamic itemset counting and implication rules for market basket analysis,"S Brin, R Motwani, JD Ullman, S Tsur",N/A,N/A
aOBNgdooDHAJ,Dynamic itemset Counting and Implication Rules fopr Market Basket Data,"S Brin, R Motwani, JD Ullman, S Tsur",Proc.,N/A
APKRvVY4Ah8J,Dynamic Iternset counting and impficalion rules for market basket data,"S Brin, R Motwani, JD Ullman, S Tsur","ACM SIGMOD International Conference On the Management of  &hellip;,",N/A
bjZ8SxYnrd0J,Dynamic itemsets and implication rules in market basket data,"S Brin, R Motwani, J Ullman, S Tsur",ACM SIGMOD int. conf. on Management of,N/A
CnTgirrsL3EJ,Dynamic Itemset Counting and Implication Rules for Market Basket Data&quot;. Int. Conf,"S Brin, R Motwani, J Ullman, S Tsur","Management of Data,",N/A
FtMoh58D330J,Dynamic Itemset Counting and Implication Rules for Retail Data,"S Brin, R Motwani, JD UllmanÃ¢?Â¦",Proc. of the ACM SIGMOD IntÃ¢??l Conf. on Management of,N/A
JBB4svDpBF8J,"en Tsur S, 1997,Ã¢??Dynamic Itemset Counting and Implication Rules for Market Basket DataÃ¢??","S Brin, R Motwani, JD Ullman","Proceedings of the International ACM SIGMOD Conference, ",N/A
swPpkmm8SdYJ,Dynamic itemset counting and implication rules for market basket data,"S Brin, R Motwani, JD Ullman, S Tsur",N/A,1997
VBB3teN9P6EJ,S. Tsur Dynamic Itemset Counting and Implication Rules for Market Basket Data,"SM Brin, R Ullman","Proceedings of the ACM SIGMOD International Conference on  &hellip;,",N/A
vIwsSOGQOWAJ,Dynamic itemset countingand implication rules for market basket data,"S Brin, R Motwani, J Ullman, S Tsur","&hellip;  of the ACM International Conference on Management of Data ( &hellip;,",N/A
ZAjbM4H53aUJ,Dynamic itemset counting and implication rules,"S Brin, R Motwani, J Ullman, S Tsur","Proceedings ACM SIGMOD, International conference on ",N/A
_cUSf4sG_28J,The CCUBE constraint object-oriented database system: an overview,"A Brodsky, VE Segal","Proc. Second International Workshop on Constraint Database  &hellip;,",N/A
34a4H8ATLxcJ,The CCUBE constraint object-oriented database,"A Brodsky, VE Segal, J Chen, PA Exarkhopoulo",Proc. ACM SIGMOD Conf. on Management of,N/A
jnBo-gBTmAcJ,The CCUBE Constraint Object-Oriented Database System,"A Brodsky, VE Segal, J Chen, PA Exarkhopoulo","Constraints,",1997
8KJ9XFv1ESAJ,STHoles: A Multidimensional Workload-Aware Histogram,"N Bruno, S Chaudhuri, L Gravano","SIGMOD Conference,",2001
SGmfFHnOf4IJ,STHoles: a multidimensional workload-aware histogram In: Proceedings of the 2001 ACM SIGMOD  ,"N Bruno, S Chaudhuri, L Gravano","Santa Barbara, May,",N/A
XWF4kOtaoJkJ,STHoles: A Workload Aware Multidimensional Histogram,"N Bruno, L Gravano, S Chaudhuri","Proceedings of the ACM SIGMOD Conference,",N/A
2VpRW4Tf08EJ,andD. Srivastava. HolisticTwigJoins: OptimalXMLPatternMatching,"N Bruno, N Koudas",Proc. of the ACM SIGMOD Int. Conf. on Management of,N/A
4pZ4Shr2bMwJ,Holistic Twig joins: Optimal XML pattern matching,"B Nicolas, K Nick, S Divesh","Proc. of the ACM SIGMOD Int&#39;l Conf. on Management of Data,",N/A
GahdNMZNCWgJ,Holistic twig joins: optimal XML pattern matching,"N Bruno, N Koudas, D Srivastava",N/A,N/A
4pl5VSwjXj0J,"The REACH Active OODBMS, 1995","AP Buchmann, A Deutsch, J Zimmermann",Technical University,N/A
IU1cjdPVT6cJ,The REACH Active DBMS,"AP Buchmann, A Deutsch, J Zimmermann","Proc. Intl. Conference on Management of Data (SIGMOD), San  &hellip;,",N/A
MoNBLfTlYg0J,The REACH active OODBMS,"AP Buchmann, A Deutsch, J Zimmermann, M Higa","Proceedings of the 1995 ACM SIGMOD International Conference  &hellip;,",1995
QzpePwRoku8J,The REACH Active OODBMS.,"ACMS Anthology, P Edition",N/A,N/A
AtUsoMh8rY4J,A Query Language And Optimization Techniques For Unstructured DataÃÂ» In SIGMOD,"P Buneman, S Davidson, G Hillebrand, D Suciu","San Diego,",N/A
BQltSXRqmSEJ,andG. HD Suciu. Aquerylanguageandoptimizationtechniques forunstructured data,"P Buneman, S Davidson","Proceedings of ACM SIGMOD Conference,",N/A
Da60jinzi-IJ,"e Suciu, D.,Ã¢??A query language and optimisation techniques for unstructured dataÃ¢??","P Buneman, S Davidson, G Hillebrand","Proceedings ACM-SIGMOD International Conference on  &hellip;,",N/A
eB6xi8_wg3QJ,"A query language and optimization techniques for unstructured data. University of Pennsylvania,  ","P Buneman, S Davidson, G Hillebrand, D Suciu","Technical Report MS-CIS 96-09,",N/A
ngbxnQMSWfkJ,Optimization Techniques for Unstructured Data,"P Buneman, S Davidson, G Hillebrand, D Suciu, A  ","Proc. of SIGMOD, San Diego,",N/A
R128Of6zyGgJ,A query languageand optimizationtechnieques for unstructured data,"P Buneman, S Davidson, G Hillebrand, D Suciu",Proceedings of the ACM SIGMOD International Conference on ,N/A
rNVPCLfguuMJ,A Query Language and Optimization Techniques for Unstructured Data,"P Buneman, S Davidson, G Hillebrand, D Suciu","SIGMOD Conference,",1996
Wo7In8pIWJ4J,A query languageand optimization techniquesfor unstructured data,"P Buneman, S Davidson, G Hillebrand, D Suciu","Proceedings of ACM-SIGMOD International Conference on  &hellip;,",N/A
ZTBiopwBpLgJ,A querying language and optimization techniques for unstructured data,"P Buneman, S Davidson, G Hillebrand","Proceedings of ACM SIGMOD Conference on Management of Data,  &hellip;,",N/A
8UP-2TRKI5wJ,Automatic Discovery of Language Models for Text Documents,"J Callan, M Connell, A Du","ACM SIGMOD Conference,",N/A
eWVreKOw_QgJ,Automatic Discovery of Language Models for Text Databases,"J Callan, M Connell, A Du","SIGMOD Conference,",1999
hqItKlvGzJIJ,andA. Du. Automaticdiscoveryoflanguagemodelsfortextdatabases,"J Callan, M Connell",Proceedings of the ACM-SIGMOD International Conference on ,N/A
E1oiXxVyfXwJ,Enabling. Enabling Dynamic Content Caching for Database-driven Web Sites,"KS Candan, WS Li, Q Luo, WP Hsiung, D Agrawal",ACM,N/A
efYVCK07AwMJ,Enabling dynamic content caching for database-driven web sites,"KS Candan, WS Li, Q Luo, WP Hsiung, D Agrawal","Proceedings of the 2001 ACM SIGMOD international conference  &hellip;,",2001
T6NrBxCU2moJ,Enabling Dynamic Content Caching for Database-Driven Web Sites,"K Selcuk, WS Li, Q Luoand, WP Hsiung, D Agrawal","ACM SIGMOD Conference,",N/A
RRLtMwMOBe4J,Of XML and Databases: WhereÃ¢??s the Beef,"P Discussion, MJ Carey","ACM SIGMOD Conference,",N/A
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335476%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,Of XML and Databases: Where's the Beef?,M Carey,"SIGMOD RECORD,",2000
x6n6Ev8WnhEJ,On XML and Databases: Where's the Beef? (Panel Abstract),MJ Carey,N/A,N/A
0oPBNo-ofPkJ,Shoring up persistent applications,"MJ Carey, DJ DeWittÃ¢?Â¦",N/A,N/A
3_X-dmpUEWMJ,On Shoring Up Persistent Applications,M ZwillingÃ¢?Â¦,"Proc. of ACM SIGMOD,",N/A
